name,inChampions,num,accuracy,basePower,category,pp,priority,flags,boosts,target,type,zMove,contestType,desc,shortDesc,critRatio,isZ,isNonstandard,drain,secondary,basePowerCallback,condition,volatileStatus,self,multihit,callsMove,sideCondition,hasCrashDamage,stallingMove,selfSwitch,ignoreImmunity,overrideOffensiveStat,maxMove,recoil,weather,ignoreEvasion,ignoreDefensive,forceSwitch,selfBoost,nonGhostTarget,status,smartTarget,damage,terrain,hasSheerForceBoost,selfdestruct,pseudoWeather,onDamagePriority,breaksProtect,secondaries,ohko,willCrit,overrideOffensivePokemon,isMax,ignoreAbility,slotCondition,heal,realMove,thawsTarget,mindBlownRecoil,multiaccuracy,overrideDefensiveStat,noPPBoosts,sleepUsable,tracksTarget,stealsBoosts,struggleRecoil
Shelter,,842,TRUE,0,Status,10,0,"{'snatch': 1, 'metronome': 1}",{'def': 2},self,Steel,,,Raises the user's Defense by 2 stages.,Raises the user's Defense by 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shift Gear,,508,TRUE,0,Status,10,0,"{'snatch': 1, 'metronome': 1}","{'spe': 2, 'atk': 1}",self,Steel,{'effect': 'clearnegativeboost'},Clever,Raises the user's Speed by 2 stages and its Attack by 1 stage.,Raises the user's Speed by 2 and Attack by 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shock Wave,,351,TRUE,60,Special,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Electric,,Cool,This move does not check accuracy.,This move does not check accuracy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shore Up,,659,TRUE,0,Status,5,0,"{'snatch': 1, 'heal': 1, 'metronome': 1}",,self,Ground,{'effect': 'clearnegativeboost'},Beautiful,"The user restores 1/2 of its maximum HP, rounded half down. If the weather is Sandstorm, the user instead restores 2/3 of its maximum HP, rounded half down.",User restores 1/2 its max HP; 2/3 in Sandstorm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signal Beam,,324,100,75,Special,15,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Bug,,Beautiful,Has a 10% chance to confuse the target.,10% chance to confuse the target.,,,Past,,"{'chance': 10, 'volatileStatus': 'confusion'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silk Trap,,852,TRUE,0,Status,10,4,{},,self,Bug,,,"The user is protected from most attacks made by other Pokemon during this turn, and Pokemon trying to make contact with the user have their Speed lowered by 1 stage. Non-damaging moves go through this protection. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",Protects from damaging attacks. Contact: -1 Spe.,,,,,,,"{'duration': 1, 'onTryHitPriority': 3}",silktrap,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Wind,,318,100,60,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Bug,,Beautiful,"Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",10% chance to raise all stats by 1 (not acc/eva).,,,Past,,"{'chance': 10, 'self': {'boosts': {'atk': 1, 'def': 1, 'spa': 1, 'spd': 1, 'spe': 1}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Beam,,493,100,0,Status,15,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'allyanim': 1, 'metronome': 1}",,normal,Normal,{'boost': {'spa': 1}},Cute,"Causes the target's Ability to become Simple. Fails if the target's Ability is As One, Battle Bond, Comatose, Disguise, Gulp Missile, Ice Face, Multitype, Power Construct, RKS System, Schooling, Shields Down, Simple, Stance Change, Tera Shift, Truant, Zen Mode, or Zero to Hero.",The target's Ability becomes Simple.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sing,,47,55,0,Status,15,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1, 'metronome': 1}",,normal,Normal,{'boost': {'spe': 1}},Cute,Causes the target to fall asleep.,Causes the target to fall asleep.,,,,,,,,,,,,,,,,,,,,,,,,,,slp,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinister Arrow Raid,,695,TRUE,180,Physical,1,0,{},,normal,Ghost,,Cool,No additional effect.,No additional effect.,,decidiumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sizzly Slide,,735,100,60,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'defrost': 1}",,normal,Fire,,Clever,Has a 100% chance to burn the foe.,100% chance to burn the foe.,,,LGPE,,"{'chance': 100, 'status': 'brn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sketch,,166,TRUE,0,Status,1,0,"{'bypasssub': 1, 'allyanim': 1, 'failencore': 1, 'nosleeptalk': 1, 'noassist': 1, 'failcopycat': 1, 'failmimic': 1, 'failinstruct': 1, 'nosketch': 1}",,normal,Normal,"{'boost': {'atk': 1, 'def': 1, 'spa': 1, 'spd': 1, 'spe': 1}}",Clever,"This move is permanently replaced by the last move used by the target. The copied move has the maximum PP for that move. Fails if the target has not made a move, if the user has Transformed, or if the move is Blazing Torque, Combat Torque, Dark Void, Hyperspace Fury, Magical Torque, Noxious Torque, Revival Blessing, Sketch, Struggle, Tera Starstorm, Wicked Torque, or any move the user knows.",Permanently copies the last move target used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
Skill Swap,,285,TRUE,0,Status,10,0,"{'protect': 1, 'mirror': 1, 'bypasssub': 1, 'allyanim': 1, 'metronome': 1}",,normal,Psychic,{'boost': {'spe': 1}},Clever,"The user swaps its Ability with the target's Ability. Fails if either the user or the target's Ability is As One, Battle Bond, Comatose, Commander, Disguise, Embody Aspect, Hunger Switch, Ice Face, Illusion, Multitype, Neutralizing Gas, Poison Puppeteer, Power Construct, Protosynthesis, Quark Drive, RKS System, Schooling, Shields Down, Stance Change, Tera Shell, Tera Shift, Teraform Zero, Wonder Guard, Zen Mode, or Zero to Hero.",The user and the target trade Abilities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skitter Smack,,806,90,70,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Bug,,,Has a 100% chance to lower the target's Special Attack by 1 stage.,100% chance to lower target's Sp. Atk by 1.,,,,,"{'chance': 100, 'boosts': {'spa': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skull Bash,,130,100,130,Physical,10,0,"{'contact': 1, 'charge': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'nosleeptalk': 1, 'failinstruct': 1}",,normal,Normal,,Tough,"This attack charges on the first turn and executes on the second. Raises the user's Defense by 1 stage on the first turn. If the user is holding a Power Herb, the move completes in one turn.",Raises user's Defense by 1 on turn 1. Hits turn 2.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Attack,,143,90,140,Physical,5,0,"{'charge': 1, 'protect': 1, 'mirror': 1, 'distance': 1, 'metronome': 1, 'nosleeptalk': 1, 'failinstruct': 1}",,any,Flying,,Cool,"Has a 30% chance to make the target flinch and a higher chance for a critical hit. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.","Charges, then hits turn 2. 30% flinch. High crit.",2,,,,"{'chance': 30, 'volatileStatus': 'flinch'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Drop,,507,100,60,Physical,10,0,"{'contact': 1, 'charge': 1, 'protect': 1, 'mirror': 1, 'gravity': 1, 'distance': 1, 'metronome': 1, 'nosleeptalk': 1, 'noassist': 1, 'failinstruct': 1}",,any,Flying,,Tough,"This attack takes the target into the air with the user on the first turn and executes on the second. Pokemon weighing 200 kg or more cannot be lifted. On the first turn, the user and the target avoid all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister. The user and the target cannot make a move between turns, but the target can select a move to use. This move cannot damage Flying-type Pokemon. Fails on the first turn if the target is an ally, if the target has a substitute, or if the target is using Bounce, Dig, Dive, Fly, Phantom Force, Shadow Force, or Sky Drop.",User and foe fly up turn 1. Damages on turn 2.,,,Past,,,,"{'duration': 2, 'onFoeTrapPokemonPriority': -15, 'onFoeBeforeMovePriority': 12, 'onRedirectTargetPriority': 99}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Uppercut,,327,90,85,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1, 'metronome': 1}",,normal,Fighting,,Cool,"This move can hit a target using Bounce, Fly, or Sky Drop, or is under the effect of Sky Drop.","Can hit Pokemon using Bounce, Fly, or Sky Drop.",,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slack Off,,303,TRUE,0,Status,5,0,"{'snatch': 1, 'heal': 1, 'metronome': 1}",,self,Normal,{'effect': 'clearnegativeboost'},Cute,"The user restores 1/2 of its maximum HP, rounded half up.",Heals the user by 50% of its max HP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2]",,,,,,,,,,
Slam,,21,75,80,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'nonsky': 1, 'metronome': 1}",,normal,Normal,,Tough,No additional effect.,No additional effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slash,,163,100,70,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'slicing': 1}",,normal,Normal,,Cool,Has a higher chance for a critical hit.,High critical hit ratio.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep Powder,,79,75,0,Status,15,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1, 'powder': 1}",,normal,Grass,{'boost': {'spe': 1}},Clever,Causes the target to fall asleep.,Causes the target to fall asleep.,,,,,,,,,,,,,,,,,,,,,,,,,,slp,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep Talk,,214,TRUE,0,Status,10,0,"{'failencore': 1, 'nosleeptalk': 1, 'noassist': 1, 'failcopycat': 1, 'failmimic': 1, 'failinstruct': 1}",,self,Normal,{'effect': 'crit2'},Cute,"One of the user's known moves, besides this move, is selected for use at random. Fails if the user is not asleep. The selected move does not have PP deducted from it, and can currently have 0 PP. This move cannot select Assist, Beak Blast, Belch, Bide, Blazing Torque, Celebrate, Chatter, Combat Torque, Copycat, Dynamax Cannon, Focus Punch, Hold Hands, Magical Torque, Me First, Metronome, Mimic, Mirror Move, Nature Power, Noxious Torque, Shell Trap, Sketch, Sleep Talk, Struggle, Uproar, Wicked Torque, or any two-turn move.",User must be asleep. Uses another known move.,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,
Sludge,,124,100,65,Special,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Poison,,Tough,Has a 30% chance to poison the target.,30% chance to poison the target.,,,,,"{'chance': 30, 'status': 'psn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sludge Bomb,,188,100,90,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'bullet': 1}",,normal,Poison,,Tough,Has a 30% chance to poison the target.,30% chance to poison the target.,,,,,"{'chance': 30, 'status': 'psn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sludge Wave,,482,100,95,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacent,Poison,,Tough,Has a 10% chance to poison the target.,10% chance to poison adjacent Pokemon.,,,,,"{'chance': 10, 'status': 'psn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smack Down,,479,100,50,Physical,15,0,"{'protect': 1, 'mirror': 1, 'nonsky': 1, 'metronome': 1}",,normal,Rock,,Tough,"This move can hit a target using Bounce, Fly, or Sky Drop, or is under the effect of Sky Drop. If this move hits a target under the effect of Bounce, Fly, Magnet Rise, or Telekinesis, the effect ends. If the target is a Flying type that has not used Roost this turn or a Pokemon with the Levitate Ability, it loses its immunity to Ground-type attacks and the Arena Trap Ability as long as it remains active. During the effect, Magnet Rise fails for the target and Telekinesis fails against the target.",Removes the target's Ground immunity.,,,,,,,{'noCopy': True},smackdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Strike,,684,TRUE,70,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Steel,,Cool,This move does not check accuracy.,This move does not check accuracy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smelling Salts,,265,100,70,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Tough,"Power doubles if the target is paralyzed. If the user has not fainted, the target is cured of paralysis.","Power doubles if target is paralyzed, and cures it.",,,Past,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smog,,123,70,30,Special,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Poison,,Tough,Has a 40% chance to poison the target.,40% chance to poison the target.,,,,,"{'chance': 40, 'status': 'psn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smokescreen,,108,100,0,Status,20,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1}",{'accuracy': -1},normal,Normal,{'boost': {'evasion': 1}},Clever,Lowers the target's accuracy by 1 stage.,Lowers the target's accuracy by 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snap Trap,,779,100,35,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1}",,normal,Grass,,,"Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Shed Tail, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Mortal Spin, Rapid Spin, or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",Traps and damages the target for 4-5 turns.,,,Past,,,,,partiallytrapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snarl,,555,95,55,Special,15,0,"{'protect': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1}",,allAdjacentFoes,Dark,,Tough,Has a 100% chance to lower the target's Special Attack by 1 stage.,100% chance to lower the foe(s) Sp. Atk by 1.,,,,,"{'chance': 100, 'boosts': {'spa': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snatch,,289,TRUE,0,Status,10,4,"{'bypasssub': 1, 'mustpressure': 1, 'noassist': 1, 'failcopycat': 1}",,self,Dark,{'boost': {'spe': 2}},Clever,"If another Pokemon uses certain non-damaging moves this turn, the user steals that move to use itself. If multiple Pokemon use one of those moves this turn, the applicable moves are all stolen by the first Pokemon in turn order that used this move this turn. This effect is ignored while the user is under the effect of Sky Drop.",User steals certain support moves to use itself.,,,Past,,,,"{'duration': 1, 'onAnyPrepareHitPriority': -1}",snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snipe Shot,,745,100,80,Special,15,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Water,,,Has a higher chance for a critical hit. This move cannot be redirected to a different target by any effect.,High critical hit ratio. Cannot be redirected.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,
Snore,,173,100,50,Special,15,0,"{'protect': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1}",,normal,Normal,,Cute,Has a 30% chance to make the target flinch. Fails if the user is not asleep.,User must be asleep. 30% chance to flinch target.,,,,,"{'chance': 30, 'volatileStatus': 'flinch'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,
Snowscape,,883,TRUE,0,Status,10,0,{},,all,Ice,,,"For 5 turns, the weather becomes Snow. During the effect, the Defense of Ice-type Pokemon is multiplied by 1.5 when taking damage from a physical attack. Lasts for 8 turns if the user is holding Icy Rock. Fails if the current weather is Snow.","For 5 turns, snow falls. Ice: 1.5x Def.",,,,,,,,,,,,,,,,,,,,snowscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soak,,487,100,0,Status,20,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'allyanim': 1, 'metronome': 1}",,normal,Water,{'boost': {'spa': 1}},Cute,"Causes the target to become a Water type. Fails if the target is an Arceus or a Silvally, if the target is already purely Water type, or if the target is Terastallized.",Changes the target's type to Water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Boiled,,135,TRUE,0,Status,5,0,"{'snatch': 1, 'heal': 1, 'metronome': 1}",,self,Normal,{'effect': 'clearnegativeboost'},Cute,"The user restores 1/2 of its maximum HP, rounded half up.",Heals the user by 50% of its max HP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2]",,,,,,,,,,
Solar Beam,,76,100,120,Special,10,0,"{'charge': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'nosleeptalk': 1, 'failinstruct': 1}",,normal,Grass,,Cool,"This attack charges on the first turn and executes on the second. Power is halved if the weather is Primordial Sea, Rain Dance, Sandstorm, or Snow and the user is not holding Utility Umbrella. If the user is holding a Power Herb or the weather is Desolate Land or Sunny Day, the move completes in one turn. If the user is holding Utility Umbrella and the weather is Desolate Land or Sunny Day, the move still requires a turn to charge.",Charges turn 1. Hits turn 2. No charge in sunlight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Blade,,669,100,125,Physical,10,0,"{'contact': 1, 'charge': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'nosleeptalk': 1, 'failinstruct': 1, 'slicing': 1}",,normal,Grass,,Cool,"This attack charges on the first turn and executes on the second. Power is halved if the weather is Hail, Primordial Sea, Rain Dance, or Sandstorm and the user is not holding Utility Umbrella. If the user is holding a Power Herb or the weather is Desolate Land or Sunny Day, the move completes in one turn. If the user is holding Utility Umbrella and the weather is Desolate Land or Sunny Day, the move still requires a turn to charge.",Charges turn 1. Hits turn 2. No charge in sunlight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonic Boom,,49,90,0,Special,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Cool,Deals 20 HP of damage to the target.,Always does 20 HP of damage.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,
Soul-Stealing 7-Star Strike,,699,TRUE,195,Physical,1,0,{'contact': 1},,normal,Ghost,,Cool,No additional effect.,No additional effect.,,marshadiumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spacial Rend,,460,95,100,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Dragon,,Beautiful,Has a higher chance for a critical hit.,High critical hit ratio.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spark,,209,100,65,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Electric,,Cool,Has a 30% chance to paralyze the target.,30% chance to paralyze the target.,,,,,"{'chance': 30, 'status': 'par'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkling Aria,,664,100,90,Special,10,0,"{'protect': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1, 'metronome': 1}",,allAdjacent,Water,,Tough,"If the user has not fainted, the target is cured of its burn.",The target is cured of its burn.,,,,,"{'chance': 100, 'volatileStatus': 'sparklingaria'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkly Swirl,,740,85,120,Special,5,0,"{'protect': 1, 'mirror': 1}",,normal,Fairy,,Clever,Every Pokemon in the user's party is cured of its non-volatile status condition.,Cures the user's party of all status conditions.,,,LGPE,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Thief,,712,100,90,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'bypasssub': 1}",,normal,Ghost,,Cool,The target's stat stages greater than 0 are stolen from it and applied to the user before dealing damage.,Steals target's boosts before dealing damage.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
Speed Swap,,683,TRUE,0,Status,10,0,"{'protect': 1, 'mirror': 1, 'bypasssub': 1, 'allyanim': 1, 'metronome': 1}",,normal,Psychic,{'boost': {'spe': 1}},Clever,The user swaps its Speed stat with the target. Stat stage changes are unaffected.,Swaps Speed stat with target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Extract,,858,TRUE,0,Status,15,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1}","{'atk': 2, 'def': -2}",normal,Grass,,,Raises the target's Attack by 2 stages and lowers its Defense by 2 stages.,Raises target's Atk by 2 and lowers its Def by 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spider Web,,169,TRUE,0,Status,10,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1}",,normal,Bug,{'boost': {'def': 1}},Clever,"Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field.",Prevents the target from switching out.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spike Cannon,,131,100,20,Physical,15,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Cool,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",Hits 2-5 times in one turn.,,,Past,,,,,,,"[2, 5]",,,,,,,,{'basePower': 120},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spikes,,191,TRUE,0,Status,20,0,"{'reflectable': 1, 'nonsky': 1, 'metronome': 1, 'mustpressure': 1}",,foeSide,Ground,{'boost': {'def': 1}},Clever,"Sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. Can be used up to three times before failing. Opponents lose 1/8 of their maximum HP with one layer, 1/6 of their maximum HP with two layers, and 1/4 of their maximum HP with three layers, all rounded down. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",Hurts grounded foes on switch-in. Max 3 layers.,,,,,,,{},,,,,spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiky Shield,,596,TRUE,0,Status,10,4,"{'noassist': 1, 'failcopycat': 1}",,self,Grass,{'boost': {'def': 1}},Tough,"The user is protected from most attacks made by other Pokemon during this turn, and Pokemon making contact with the user lose 1/8 of their maximum HP, rounded down. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",Protects from moves. Contact: loses 1/8 max HP.,,,,,,,"{'duration': 1, 'onTryHitPriority': 3}",spikyshield,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spin Out,,859,100,100,Physical,5,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Steel,,,Lowers the user's Speed by 2 stages.,Lowers the user's Speed by 2.,,,,,,,,,{'boosts': {'spe': -2}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit Break,,789,100,75,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1}",,normal,Fairy,,,Has a 100% chance to lower the target's Special Attack by 1 stage.,100% chance to lower the target's Sp. Atk by 1.,,,,,"{'chance': 100, 'boosts': {'spa': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit Shackle,,662,100,80,Physical,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ghost,,Tough,"Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field.",Prevents the target from switching out.,,,,,{'chance': 100},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spite,,180,100,0,Status,10,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'bypasssub': 1, 'metronome': 1}",,normal,Ghost,{'effect': 'heal'},Tough,"Causes the target's last move used to lose 4 PP. Fails if the target has not made a move, if the move has 0 PP, or if it no longer knows the move.",Lowers the PP of the target's last move by 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spit Up,,255,100,0,Special,10,0,"{'protect': 1, 'metronome': 1}",,normal,Normal,,Tough,"Power is equal to 100 times the user's Stockpile count. Fails if the user's Stockpile count is 0. Whether or not this move is successful, the user's Defense and Special Defense decrease by as many stages as Stockpile had increased them, and the user's Stockpile count resets to 0.",More power with more uses of Stockpile.,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Splash,,150,TRUE,0,Status,40,0,"{'gravity': 1, 'metronome': 1}",,self,Normal,{'boost': {'atk': 3}},Cute,No competitive use.,No competitive use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Splintered Stormshards,,727,TRUE,190,Physical,1,0,{},,normal,Rock,,Cool,"Ends the effects of Electric Terrain, Grassy Terrain, Misty Terrain, and Psychic Terrain.",Ends the effects of terrain.,,lycaniumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
