,num,name,ID,type1,type2,genderRatio,baseHP,baseAtt,baseDef,baseSpA,baseSpD,baseSpe,baseStats,abilities,heightm,weightkg,color,evos,eggGroups,tier,prevo,evoLevel,otherFormes,formeOrder,canGigantamax,baseSpecies,forme,requiredItem,isNonstandard,changesFrom,evoCondition,evoType,gender,gen,evoItem,evoRegion,mother,canHatch,evoMove,tags,baseForme,cosmeticFormes,maxHP,requiredAbility,battleOnly,requiredMove,isCosmeticForme,requiredItems,cannotDynamax,requiredTeraType
drednawgmax,834,Drednaw-Gmax,0834_drednaw-gmax,"['Water', 'Rock']",,,,,,,,,"{'hp': 90, 'atk': 115, 'def': 90, 'spa': 48, 'spd': 68, 'spe': 74}","{'0': 'Strong Jaw', '1': 'Shell Armor', 'H': 'Swift Swim'}",24,0,Green,,"['Monster', 'Water 1']",Illegal,,,,,,Drednaw,Gmax,,Past,Drednaw,,,,,,,,,,,,,,,,,,,,
yamper,835,Yamper,0835_yamper,['Electric'],,,,,,,,,"{'hp': 59, 'atk': 45, 'def': 50, 'spa': 40, 'spd': 50, 'spe': 26}","{'0': 'Ball Fetch', 'H': 'Rattled'}",0.3,13.5,Yellow,['Boltund'],['Field'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
boltund,836,Boltund,0836_boltund,['Electric'],,,,,,,,,"{'hp': 69, 'atk': 90, 'def': 60, 'spa': 90, 'spd': 60, 'spe': 121}","{'0': 'Strong Jaw', 'H': 'Competitive'}",1,34,Yellow,,['Field'],Illegal,Yamper,25,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
rolycoly,837,Rolycoly,0837_rolycoly,['Rock'],,,,,,,,,"{'hp': 30, 'atk': 40, 'def': 50, 'spa': 40, 'spd': 50, 'spe': 30}","{'0': 'Steam Engine', '1': 'Heatproof', 'H': 'Flash Fire'}",0.3,12,Black,['Carkol'],['Mineral'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carkol,838,Carkol,0838_carkol,"['Rock', 'Fire']",,,,,,,,,"{'hp': 80, 'atk': 60, 'def': 90, 'spa': 60, 'spd': 70, 'spe': 50}","{'0': 'Steam Engine', '1': 'Flame Body', 'H': 'Flash Fire'}",1.1,78,Black,['Coalossal'],['Mineral'],NFE,Rolycoly,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coalossal,839,Coalossal,0839_coalossal,"['Rock', 'Fire']",,,,,,,,,"{'hp': 110, 'atk': 80, 'def': 120, 'spa': 80, 'spd': 90, 'spe': 30}","{'0': 'Steam Engine', '1': 'Flame Body', 'H': 'Flash Fire'}",2.8,310.5,Black,,['Mineral'],PU,Carkol,34,,,G-Max Volcalith,,,,,,,,,,,,,,,,,,,,,,,,,
coalossalgmax,839,Coalossal-Gmax,0839_coalossal-gmax,"['Rock', 'Fire']",,,,,,,,,"{'hp': 110, 'atk': 80, 'def': 120, 'spa': 80, 'spd': 90, 'spe': 30}","{'0': 'Steam Engine', '1': 'Flame Body', 'H': 'Flash Fire'}",42,0,Black,,['Mineral'],Illegal,,,,,,Coalossal,Gmax,,Past,Coalossal,,,,,,,,,,,,,,,,,,,,
applin,840,Applin,0840_applin,"['Grass', 'Dragon']",,,,,,,,,"{'hp': 40, 'atk': 40, 'def': 80, 'spa': 40, 'spd': 40, 'spe': 20}","{'0': 'Ripen', '1': 'Gluttony', 'H': 'Bulletproof'}",0.2,0.5,Green,"['Flapple', 'Appletun', 'Dipplin']","['Grass', 'Dragon']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flapple,841,Flapple,0841_flapple,"['Grass', 'Dragon']",,,,,,,,,"{'hp': 70, 'atk': 110, 'def': 80, 'spa': 95, 'spd': 60, 'spe': 70}","{'0': 'Ripen', '1': 'Gluttony', 'H': 'Hustle'}",0.3,1,Green,,"['Grass', 'Dragon']",ZU,Applin,,,,G-Max Tartness,,,,,,,useItem,,,Tart Apple,,,,,,,,,,,,,,,
flapplegmax,841,Flapple-Gmax,0841_flapple-gmax,"['Grass', 'Dragon']",,,,,,,,,"{'hp': 70, 'atk': 110, 'def': 80, 'spa': 95, 'spd': 60, 'spe': 70}","{'0': 'Ripen', '1': 'Gluttony', 'H': 'Hustle'}",24,0,Green,,"['Grass', 'Dragon']",Illegal,,,,,,Flapple,Gmax,,Past,Flapple,,,,,,,,,,,,,,,,,,,,
appletun,842,Appletun,0842_appletun,"['Grass', 'Dragon']",,,,,,,,,"{'hp': 110, 'atk': 85, 'def': 80, 'spa': 100, 'spd': 80, 'spe': 30}","{'0': 'Ripen', '1': 'Gluttony', 'H': 'Thick Fat'}",0.4,13,Green,,"['Grass', 'Dragon']",ZU,Applin,,,,G-Max Sweetness,,,,,,,useItem,,,Sweet Apple,,,,,,,,,,,,,,,
appletungmax,842,Appletun-Gmax,0842_appletun-gmax,"['Grass', 'Dragon']",,,,,,,,,"{'hp': 110, 'atk': 85, 'def': 80, 'spa': 100, 'spd': 80, 'spe': 30}","{'0': 'Ripen', '1': 'Gluttony', 'H': 'Thick Fat'}",24,0,Green,,"['Grass', 'Dragon']",Illegal,,,,,,Appletun,Gmax,,Past,Appletun,,,,,,,,,,,,,,,,,,,,
silicobra,843,Silicobra,0843_silicobra,['Ground'],,,,,,,,,"{'hp': 52, 'atk': 57, 'def': 75, 'spa': 35, 'spd': 50, 'spe': 46}","{'0': 'Sand Spit', '1': 'Shed Skin', 'H': 'Sand Veil'}",2.2,7.6,Green,['Sandaconda'],"['Field', 'Dragon']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sandaconda,844,Sandaconda,0844_sandaconda,['Ground'],,,,,,,,,"{'hp': 72, 'atk': 107, 'def': 125, 'spa': 65, 'spd': 70, 'spe': 71}","{'0': 'Sand Spit', '1': 'Shed Skin', 'H': 'Sand Veil'}",3.8,65.5,Green,,"['Field', 'Dragon']",ZU,Silicobra,36,,,G-Max Sandblast,,,,,,,,,,,,,,,,,,,,,,,,,
sandacondagmax,844,Sandaconda-Gmax,0844_sandaconda-gmax,['Ground'],,,,,,,,,"{'hp': 72, 'atk': 107, 'def': 125, 'spa': 65, 'spd': 70, 'spe': 71}","{'0': 'Sand Spit', '1': 'Shed Skin', 'H': 'Sand Veil'}",22,0,Green,,"['Field', 'Dragon']",Illegal,,,,,,Sandaconda,Gmax,,Past,Sandaconda,,,,,,,,,,,,,,,,,,,,
cramorant,845,Cramorant,0845_cramorant,"['Flying', 'Water']",,,,,,,,,"{'hp': 70, 'atk': 85, 'def': 55, 'spa': 85, 'spd': 95, 'spe': 85}",{'0': 'Gulp Missile'},0.8,18,Blue,,"['Water 1', 'Flying']",PU,,,"['Cramorant-Gulping', 'Cramorant-Gorging']","['Cramorant', 'Cramorant-Gulping', 'Cramorant-Gorging']",,,,,,,,,,,,,,,,,,,,,,,,,,
cramorantgulping,845,Cramorant-Gulping,0845_cramorant-gulping,"['Flying', 'Water']",,,,,,,,,"{'hp': 70, 'atk': 85, 'def': 55, 'spa': 85, 'spd': 95, 'spe': 85}",{'0': 'Gulp Missile'},0.8,18,Blue,,"['Water 1', 'Flying']",,,,,,,Cramorant,Gulping,,,,,,,,,,,,,,,,,Gulp Missile,Cramorant,,,,,
cramorantgorging,845,Cramorant-Gorging,0845_cramorant-gorging,"['Flying', 'Water']",,,,,,,,,"{'hp': 70, 'atk': 85, 'def': 55, 'spa': 85, 'spd': 95, 'spe': 85}",{'0': 'Gulp Missile'},0.8,18,Blue,,"['Water 1', 'Flying']",,,,,,,Cramorant,Gorging,,,,,,,,,,,,,,,,,Gulp Missile,Cramorant,,,,,
arrokuda,846,Arrokuda,0846_arrokuda,['Water'],,,,,,,,,"{'hp': 41, 'atk': 63, 'def': 40, 'spa': 40, 'spd': 30, 'spe': 66}","{'0': 'Swift Swim', 'H': 'Propeller Tail'}",0.5,1,Brown,['Barraskewda'],['Water 2'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barraskewda,847,Barraskewda,0847_barraskewda,['Water'],,,,,,,,,"{'hp': 61, 'atk': 123, 'def': 60, 'spa': 60, 'spd': 50, 'spe': 136}","{'0': 'Swift Swim', 'H': 'Propeller Tail'}",1.3,30,Brown,,['Water 2'],NU,Arrokuda,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toxel,848,Toxel,0848_toxel,"['Electric', 'Poison']",,,,,,,,,"{'hp': 40, 'atk': 38, 'def': 35, 'spa': 54, 'spd': 35, 'spe': 40}","{'0': 'Rattled', '1': 'Static', 'H': 'Klutz'}",0.4,11,Purple,"['Toxtricity', 'Toxtricity-Low-Key']",['Undiscovered'],LC,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
toxtricity,849,Toxtricity,0849_toxtricity,"['Electric', 'Poison']",,,,,,,,,"{'hp': 75, 'atk': 98, 'def': 70, 'spa': 114, 'spd': 70, 'spe': 75}","{'0': 'Punk Rock', '1': 'Plus', 'H': 'Technician'}",1.6,40,Purple,,['Human-Like'],NU,Toxel,30,['Toxtricity-Low-Key'],"['Toxtricity', 'Toxtricity-Low-Key']",G-Max Stun Shock,,,,,,,,,,,,,,,,Amped,,,,,,,,,
toxtricitylowkey,849,Toxtricity-Low-Key,0849_toxtricity-low-key,"['Electric', 'Poison']",,,,,,,,,"{'hp': 75, 'atk': 98, 'def': 70, 'spa': 114, 'spd': 70, 'spe': 75}","{'0': 'Punk Rock', '1': 'Minus', 'H': 'Technician'}",1.6,40,Purple,,['Human-Like'],,Toxel,30,,,G-Max Stun Shock,Toxtricity,Low-Key,,,,,,,,,,,,,,,,,,,,,,,
toxtricitygmax,849,Toxtricity-Gmax,0849_toxtricity-gmax,"['Electric', 'Poison']",,,,,,,,,"{'hp': 75, 'atk': 98, 'def': 70, 'spa': 114, 'spd': 70, 'spe': 75}","{'0': 'Punk Rock', '1': 'Plus', 'H': 'Technician'}",24,0,Purple,,['Human-Like'],Illegal,,,,,,Toxtricity,Gmax,,Past,Toxtricity,,,,,,,,,,,,,,,,,,,,
toxtricitylowkeygmax,849,Toxtricity-Low-Key-Gmax,0849_toxtricity-low-key-gmax,"['Electric', 'Poison']",,,,,,,,,"{'hp': 75, 'atk': 98, 'def': 70, 'spa': 114, 'spd': 70, 'spe': 75}","{'0': 'Punk Rock', '1': 'Minus', 'H': 'Technician'}",24,0,Purple,,['Human-Like'],Illegal,,,,,,Toxtricity,Low-Key-Gmax,,Past,Toxtricity-Low-Key,,,,,,,,,,,,,,,Toxtricity-Low-Key,,,,,
sizzlipede,850,Sizzlipede,0850_sizzlipede,"['Fire', 'Bug']",,,,,,,,,"{'hp': 50, 'atk': 65, 'def': 45, 'spa': 50, 'spd': 50, 'spe': 45}","{'0': 'Flash Fire', '1': 'White Smoke', 'H': 'Flame Body'}",0.7,1,Red,['Centiskorch'],['Bug'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
centiskorch,851,Centiskorch,0851_centiskorch,"['Fire', 'Bug']",,,,,,,,,"{'hp': 100, 'atk': 115, 'def': 65, 'spa': 90, 'spd': 90, 'spe': 65}","{'0': 'Flash Fire', '1': 'White Smoke', 'H': 'Flame Body'}",3,120,Red,,['Bug'],Illegal,Sizzlipede,28,,,G-Max Centiferno,,,,Past,,,,,,,,,,,,,,,,,,,,,
centiskorchgmax,851,Centiskorch-Gmax,0851_centiskorch-gmax,"['Fire', 'Bug']",,,,,,,,,"{'hp': 100, 'atk': 115, 'def': 65, 'spa': 90, 'spd': 90, 'spe': 65}","{'0': 'Flash Fire', '1': 'White Smoke', 'H': 'Flame Body'}",75,0,Red,,['Bug'],Illegal,,,,,,Centiskorch,Gmax,,Past,Centiskorch,,,,,,,,,,,,,,,,,,,,
clobbopus,852,Clobbopus,0852_clobbopus,['Fighting'],,,,,,,,,"{'hp': 50, 'atk': 68, 'def': 60, 'spa': 50, 'spd': 50, 'spe': 32}","{'0': 'Limber', 'H': 'Technician'}",0.6,4,Brown,['Grapploct'],"['Water 1', 'Human-Like']",Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
grapploct,853,Grapploct,0853_grapploct,['Fighting'],,,,,,,,,"{'hp': 80, 'atk': 118, 'def': 90, 'spa': 70, 'spd': 80, 'spe': 42}","{'0': 'Limber', 'H': 'Technician'}",1.6,39,Blue,,"['Water 1', 'Human-Like']",Illegal,Clobbopus,,,,,,,,Past,,,levelMove,,,,,,,Taunt,,,,,,,,,,,
sinistea,854,Sinistea,0854_sinistea,['Ghost'],,,,,,,,,"{'hp': 40, 'atk': 45, 'def': 45, 'spa': 74, 'spd': 54, 'spe': 50}","{'0': 'Weak Armor', 'H': 'Cursed Body'}",0.1,0.2,Purple,['Polteageist'],"['Mineral', 'Amorphous']",LC,,,['Sinistea-Antique'],"['Sinistea', 'Sinistea-Antique']",,,,,,,,,N,,,,,,,,Phony,,,,,,,,,
sinisteaantique,854,Sinistea-Antique,0854_sinistea-antique,['Ghost'],,,,,,,,,"{'hp': 40, 'atk': 45, 'def': 45, 'spa': 74, 'spd': 54, 'spe': 50}","{'0': 'Weak Armor', 'H': 'Cursed Body'}",0.1,0.2,Purple,['Polteageist-Antique'],['Undiscovered'],,,,,,,Sinistea,Antique,,,,,,N,,,,,,,,,,,,,,,,,
polteageist,855,Polteageist,0855_polteageist,['Ghost'],,,,,,,,,"{'hp': 60, 'atk': 65, 'def': 65, 'spa': 134, 'spd': 114, 'spe': 70}","{'0': 'Weak Armor', 'H': 'Cursed Body'}",0.2,0.4,Purple,,"['Mineral', 'Amorphous']",UUBL,Sinistea,,['Polteageist-Antique'],"['Polteageist', 'Polteageist-Antique']",,,,,,,,useItem,N,,Cracked Pot,,,,,,Phony,,,,,,,,,
polteageistantique,855,Polteageist-Antique,0855_polteageist-antique,['Ghost'],,,,,,,,,"{'hp': 60, 'atk': 65, 'def': 65, 'spa': 134, 'spd': 114, 'spe': 70}","{'0': 'Weak Armor', 'H': 'Cursed Body'}",0.2,0.4,Purple,,['Undiscovered'],,Sinistea-Antique,,,,,Polteageist,Antique,,,,,useItem,N,,Chipped Pot,,,,,,,,,,,,,,,
hatenna,856,Hatenna,0856_hatenna,['Psychic'],,,,,,,,,"{'hp': 42, 'atk': 30, 'def': 45, 'spa': 56, 'spd': 53, 'spe': 39}","{'0': 'Healer', '1': 'Anticipation', 'H': 'Magic Bounce'}",0.4,3.4,Pink,['Hattrem'],['Fairy'],LC,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,
hattrem,857,Hattrem,0857_hattrem,['Psychic'],,,,,,,,,"{'hp': 57, 'atk': 40, 'def': 65, 'spa': 86, 'spd': 73, 'spe': 49}","{'0': 'Healer', '1': 'Anticipation', 'H': 'Magic Bounce'}",0.6,4.8,Pink,['Hatterene'],['Fairy'],NFE,Hatenna,32,,,,,,,,,,,F,,,,,,,,,,,,,,,,,
hatterene,858,Hatterene,0858_hatterene,"['Psychic', 'Fairy']",,,,,,,,,"{'hp': 57, 'atk': 90, 'def': 95, 'spa': 136, 'spd': 103, 'spe': 29}","{'0': 'Healer', '1': 'Anticipation', 'H': 'Magic Bounce'}",2.1,5.1,Pink,,['Fairy'],OU,Hattrem,42,,,G-Max Smite,,,,,,,,F,,,,,,,,,,,,,,,,,
hatterenegmax,858,Hatterene-Gmax,0858_hatterene-gmax,"['Psychic', 'Fairy']",,,,,,,,,"{'hp': 57, 'atk': 90, 'def': 95, 'spa': 136, 'spd': 103, 'spe': 29}","{'0': 'Healer', '1': 'Anticipation', 'H': 'Magic Bounce'}",26,0,Pink,,['Fairy'],Illegal,,,,,,Hatterene,Gmax,,Past,Hatterene,,,F,,,,,,,,,,,,,,,,,
impidimp,859,Impidimp,0859_impidimp,"['Dark', 'Fairy']",,,,,,,,,"{'hp': 45, 'atk': 45, 'def': 30, 'spa': 55, 'spd': 40, 'spe': 50}","{'0': 'Prankster', '1': 'Frisk', 'H': 'Pickpocket'}",0.4,5.5,Pink,['Morgrem'],"['Fairy', 'Human-Like']",LC,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,
morgrem,860,Morgrem,0860_morgrem,"['Dark', 'Fairy']",,,,,,,,,"{'hp': 65, 'atk': 60, 'def': 45, 'spa': 75, 'spd': 55, 'spe': 70}","{'0': 'Prankster', '1': 'Frisk', 'H': 'Pickpocket'}",0.8,12.5,Pink,['Grimmsnarl'],"['Fairy', 'Human-Like']",NFE,Impidimp,32,,,,,,,,,,,M,,,,,,,,,,,,,,,,,
grimmsnarl,861,Grimmsnarl,0861_grimmsnarl,"['Dark', 'Fairy']",,,,,,,,,"{'hp': 95, 'atk': 120, 'def': 65, 'spa': 95, 'spd': 75, 'spe': 60}","{'0': 'Prankster', '1': 'Frisk', 'H': 'Pickpocket'}",1.5,61,Purple,,"['Fairy', 'Human-Like']",PU,Morgrem,42,,,G-Max Snooze,,,,,,,,M,,,,,,,,,,,,,,,,,
grimmsnarlgmax,861,Grimmsnarl-Gmax,0861_grimmsnarl-gmax,"['Dark', 'Fairy']",,,,,,,,,"{'hp': 95, 'atk': 120, 'def': 65, 'spa': 95, 'spd': 75, 'spe': 60}","{'0': 'Prankster', '1': 'Frisk', 'H': 'Pickpocket'}",32,0,Purple,,"['Fairy', 'Human-Like']",Illegal,,,,,,Grimmsnarl,Gmax,,Past,Grimmsnarl,,,M,,,,,,,,,,,,,,,,,
obstagoon,862,Obstagoon,0862_obstagoon,"['Dark', 'Normal']",,,,,,,,,"{'hp': 93, 'atk': 90, 'def': 101, 'spa': 60, 'spd': 81, 'spe': 95}","{'0': 'Reckless', '1': 'Guts', 'H': 'Defiant'}",1.6,46,Gray,,['Field'],Illegal,Linoone-Galar,35,,,,,,,Past,,at night,,,,,,,,,,,,,,,,,,,
perrserker,863,Perrserker,0863_perrserker,['Steel'],,,,,,,,,"{'hp': 70, 'atk': 110, 'def': 100, 'spa': 50, 'spd': 60, 'spe': 50}","{'0': 'Battle Armor', '1': 'Tough Claws', 'H': 'Steely Spirit'}",0.8,28,Brown,,['Field'],ZU,Meowth-Galar,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cursola,864,Cursola,0864_cursola,['Ghost'],,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 60, 'atk': 95, 'def': 50, 'spa': 145, 'spd': 130, 'spe': 30}","{'0': 'Weak Armor', 'H': 'Perish Body'}",1,0.4,White,,"['Water 1', 'Water 3']",Illegal,Corsola-Galar,38,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
sirfetchd,865,Sirfetch’d,0865_sirfetch’d,['Fighting'],,,,,,,,,"{'hp': 62, 'atk': 135, 'def': 95, 'spa': 68, 'spd': 82, 'spe': 65}","{'0': 'Steadfast', 'H': 'Scrappy'}",0.8,117,White,,"['Flying', 'Field']",Illegal,Farfetch’d-Galar,,,,,,,,Past,,Land 3 critical hits in 1 battle,other,,,,,,,,,,,,,,,,,,
mrrime,866,Mr. Rime,0866_mr. rime,"['Ice', 'Psychic']",,,,,,,,,"{'hp': 80, 'atk': 85, 'def': 75, 'spa': 110, 'spd': 100, 'spe': 70}","{'0': 'Tangled Feet', '1': 'Screen Cleaner', 'H': 'Ice Body'}",1.5,58.2,Purple,,['Human-Like'],Illegal,Mr. Mime-Galar,42,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
runerigus,867,Runerigus,0867_runerigus,"['Ground', 'Ghost']",,,,,,,,,"{'hp': 58, 'atk': 95, 'def': 145, 'spa': 50, 'spd': 105, 'spe': 30}",{'0': 'Wandering Spirit'},1.6,66.6,Gray,,"['Mineral', 'Amorphous']",Illegal,Yamask-Galar,,,,,,,,Past,,Have 49+ HP lost and walk under stone sculpture in Dusty Bowl,other,,,,,,,,,,,,,,,,,,
milcery,868,Milcery,0868_milcery,['Fairy'],,,,,,,,,"{'hp': 45, 'atk': 40, 'def': 40, 'spa': 50, 'spd': 61, 'spe': 34}","{'0': 'Sweet Veil', 'H': 'Aroma Veil'}",0.2,0.3,White,['Alcremie'],"['Fairy', 'Amorphous']",LC,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,
alcremie,869,Alcremie,0869_alcremie,['Fairy'],,,,,,,,,"{'hp': 65, 'atk': 60, 'def': 75, 'spa': 110, 'spd': 121, 'spe': 64}","{'0': 'Sweet Veil', 'H': 'Aroma Veil'}",0.3,0.5,White,,"['Fairy', 'Amorphous']",ZUBL,Milcery,,,"['Alcremie', 'Alcremie-Ruby-Cream', 'Alcremie-Matcha-Cream', 'Alcremie-Mint-Cream', 'Alcremie-Lemon-Cream', 'Alcremie-Salted-Cream', 'Alcremie-Ruby-Swirl', 'Alcremie-Caramel-Swirl', 'Alcremie-Rainbow-Swirl']",G-Max Finale,,,,,,spin while holding a Sweet,other,F,,,,,,,,Vanilla-Cream,"['Alcremie-Ruby-Cream', 'Alcremie-Matcha-Cream', 'Alcremie-Mint-Cream', 'Alcremie-Lemon-Cream', 'Alcremie-Salted-Cream', 'Alcremie-Ruby-Swirl', 'Alcremie-Caramel-Swirl', 'Alcremie-Rainbow-Swirl']",,,,,,,,
alcremierubycream,,Alcremie-Ruby-Cream,0_alcremie-ruby-cream,,,,,,,,,,,,,,Pink,,,,,,,,,Alcremie,Ruby-Cream,,,,,,,,,,,,,,,,,,,,TRUE,,,
alcremiematchacream,,Alcremie-Matcha-Cream,0_alcremie-matcha-cream,,,,,,,,,,,,,,Green,,,,,,,,,Alcremie,Matcha-Cream,,,,,,,,,,,,,,,,,,,,TRUE,,,
alcremiemintcream,,Alcremie-Mint-Cream,0_alcremie-mint-cream,,,,,,,,,,,,,,Blue,,,,,,,,,Alcremie,Mint-Cream,,,,,,,,,,,,,,,,,,,,TRUE,,,
alcremielemoncream,,Alcremie-Lemon-Cream,0_alcremie-lemon-cream,,,,,,,,,,,,,,Yellow,,,,,,,,,Alcremie,Lemon-Cream,,,,,,,,,,,,,,,,,,,,TRUE,,,
alcremierubyswirl,,Alcremie-Ruby-Swirl,0_alcremie-ruby-swirl,,,,,,,,,,,,,,Yellow,,,,,,,,,Alcremie,Ruby-Swirl,,,,,,,,,,,,,,,,,,,,TRUE,,,
alcremiecaramelswirl,,Alcremie-Caramel-Swirl,0_alcremie-caramel-swirl,,,,,,,,,,,,,,Yellow,,,,,,,,,Alcremie,Caramel-Swirl,,,,,,,,,,,,,,,,,,,,TRUE,,,
alcremierainbowswirl,,Alcremie-Rainbow-Swirl,0_alcremie-rainbow-swirl,,,,,,,,,,,,,,Yellow,,,,,,,,,Alcremie,Rainbow-Swirl,,,,,,,,,,,,,,,,,,,,TRUE,,,
alcremiegmax,869,Alcremie-Gmax,0869_alcremie-gmax,['Fairy'],,,,,,,,,"{'hp': 65, 'atk': 60, 'def': 75, 'spa': 110, 'spd': 121, 'spe': 64}","{'0': 'Sweet Veil', 'H': 'Aroma Veil'}",30,0,Yellow,,"['Fairy', 'Amorphous']",Illegal,,,,,,Alcremie,Gmax,,Past,Alcremie,,,F,,,,,,,,,,,,,,,,,
falinks,870,Falinks,0870_falinks,['Fighting'],,,,,,,,,"{'hp': 65, 'atk': 100, 'def': 100, 'spa': 70, 'spd': 60, 'spe': 75}","{'0': 'Battle Armor', 'H': 'Defiant'}",3,62,Yellow,,"['Fairy', 'Mineral']",ZU,,,['Falinks-Mega'],"['Falinks', 'Falinks-Mega']",,,,,,,,,N,,,,,,,,,,,,,,,,,
falinksmega,870,Falinks-Mega,0870_falinks-mega,['Fighting'],,,,,,,,,"{'hp': 65, 'atk': 135, 'def': 135, 'spa': 70, 'spd': 65, 'spe': 100}","{'0': 'Battle Armor', 'H': 'Defiant'}",1.6,99,Yellow,,"['Fairy', 'Mineral']",Illegal,,,,,,Falinks,Mega,Falinksite,Future,,,,N,9,,,,,,,,,,,,,,,,
pincurchin,871,Pincurchin,0871_pincurchin,['Electric'],,,,,,,,,"{'hp': 48, 'atk': 101, 'def': 95, 'spa': 91, 'spd': 85, 'spe': 15}","{'0': 'Lightning Rod', 'H': 'Electric Surge'}",0.3,1,Purple,,"['Water 1', 'Amorphous']",ZU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snom,872,Snom,0872_snom,"['Ice', 'Bug']",,,,,,,,,"{'hp': 30, 'atk': 25, 'def': 35, 'spa': 45, 'spd': 30, 'spe': 20}","{'0': 'Shield Dust', 'H': 'Ice Scales'}",0.3,3.8,White,['Frosmoth'],['Bug'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frosmoth,873,Frosmoth,0873_frosmoth,"['Ice', 'Bug']",,,,,,,,,"{'hp': 70, 'atk': 65, 'def': 60, 'spa': 125, 'spd': 90, 'spe': 65}","{'0': 'Shield Dust', 'H': 'Ice Scales'}",1.3,42,White,,['Bug'],PUBL,Snom,,,,,,,,,,at night,levelFriendship,,,,,,,,,,,,,,,,,,
stonjourner,874,Stonjourner,0874_stonjourner,['Rock'],,,,,,,,,"{'hp': 100, 'atk': 125, 'def': 135, 'spa': 20, 'spd': 20, 'spe': 70}",{'0': 'Power Spot'},2.5,520,Gray,,['Mineral'],ZU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eiscue,875,Eiscue,0875_eiscue,['Ice'],,,,,,,,,"{'hp': 75, 'atk': 80, 'def': 110, 'spa': 65, 'spd': 90, 'spe': 50}",{'0': 'Ice Face'},1.4,89,Blue,,"['Water 1', 'Field']",ZU,,,['Eiscue-Noice'],"['Eiscue', 'Eiscue-Noice']",,,,,,,,,,,,,,,,,Ice,,,,,,,,,
eiscuenoice,875,Eiscue-Noice,0875_eiscue-noice,['Ice'],,,,,,,,,"{'hp': 75, 'atk': 80, 'def': 70, 'spa': 65, 'spd': 50, 'spe': 130}",{'0': 'Ice Face'},1.4,89,Blue,,"['Water 1', 'Field']",,,,,,,Eiscue,Noice,,,,,,,,,,,,,,,,,Ice Face,Eiscue,,,,,
indeedee,876,Indeedee,0876_indeedee,"['Psychic', 'Normal']",,,,,,,,,"{'hp': 60, 'atk': 65, 'def': 55, 'spa': 105, 'spd': 95, 'spe': 95}","{'0': 'Inner Focus', '1': 'Synchronize', 'H': 'Psychic Surge'}",0.9,28,Purple,,['Fairy'],PUBL,,,['Indeedee-F'],"['Indeedee', 'Indeedee-F']",,,,,,,,,M,,,,indeedeef,,,,M,,,,,,,,,
indeedeef,876,Indeedee-F,0876_indeedee-f,"['Psychic', 'Normal']",,,,,,,,,"{'hp': 70, 'atk': 55, 'def': 65, 'spa': 95, 'spd': 105, 'spe': 85}","{'0': 'Own Tempo', '1': 'Synchronize', 'H': 'Psychic Surge'}",0.9,28,Purple,,['Fairy'],ZU,,,,,,Indeedee,F,,,,,,F,,,,,,,,,,,,,,,,,
morpeko,877,Morpeko,0877_morpeko,"['Electric', 'Dark']",,,,,,,,,"{'hp': 58, 'atk': 95, 'def': 58, 'spa': 70, 'spd': 58, 'spe': 97}",{'0': 'Hunger Switch'},0.3,3,Yellow,,"['Field', 'Fairy']",ZU,,,['Morpeko-Hangry'],"['Morpeko', 'Morpeko-Hangry']",,,,,,,,,,,,,,,,,Full-Belly,,,,,,,,,
morpekohangry,877,Morpeko-Hangry,0877_morpeko-hangry,"['Electric', 'Dark']",,,,,,,,,"{'hp': 58, 'atk': 95, 'def': 58, 'spa': 70, 'spd': 58, 'spe': 97}",{'0': 'Hunger Switch'},0.3,3,Purple,,"['Field', 'Fairy']",,,,,,,Morpeko,Hangry,,,,,,,,,,,,,,,,,Hunger Switch,Morpeko,,,,,
cufant,878,Cufant,0878_cufant,['Steel'],,,,,,,,,"{'hp': 72, 'atk': 80, 'def': 49, 'spa': 40, 'spd': 49, 'spe': 40}","{'0': 'Sheer Force', 'H': 'Heavy Metal'}",1.2,100,Yellow,['Copperajah'],"['Field', 'Mineral']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
